B0007WTEM6,"[0.3612, 0.6249, 0.6249]","[5, 5, 5]","[[work], [work, great, handy, addition, move, radio, fast, shipping], [awesome]]","[[work, 0.3612, 5], [work great handy addition move radio fast shipping, 0.6249, 5], [awesome, 0.6249, 5]]"
B000KL4IAM,[0.0],[5],"[[need, market, radio, hookup]]","[[need market radio hookup, 0.0, 5]]"
B000UB65PI,[0.6249],[5],"[[blackberry, product]]","[[blackberry product, 0.6249, 5]]"
B001DSIMAI,"[0.9165, 0.0]","[4, 3]","[[cant, read, display, digital, display], [product, combine, radar, detector, make, pairing, count, amount, ticket, ive, manage, pairing, detection, find, rearview, mirror, seem, work, suction, product, doesnt, want, move, itll, hold, tight, wont, let, go]]","[[cant read display digital display, 0.9165, 4], [product combine radar detector make pairing count amount ticket ive manage pairing detection find rearview mirror seem work suction product doesnt want move itll hold tight wont let go, 0.0, 3]]"
B001GLHMHQ,[0.3612],[5],[[thank]],"[[thank, 0.3612, 5]]"
B002EJ94BQ,[-0.296],[1],[[voltage]],"[[voltage, -0.296, 1]]"
B003BNFHHY,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B003U4D0KK,[0.2912],[3],"[[work, hop, use]]","[[work hop use, 0.2912, 3]]"
B003YEFN1K,[0.7906],[3],"[[work, fine, fit, perfect]]","[[work fine fit perfect, 0.7906, 3]]"
B0043H2KAY,[-0.2755],[2],[[cheap]],"[[cheap, -0.2755, 2]]"
B0047F2N90,[-0.5189],[2],"[[case, get, phone, ive, month, case, rip, happy]]","[[case get phone ive month case rip happy, -0.5189, 2]]"
B004ULOZRY,"[-0.1027, -0.4215, 0.9097, 0.7096, 0.4215, 0.8957, 0.7929, 0.6249, 0.2732, 0.7089]","[1, 5, 4, 5, 4, 5, 3, 5, 4, 5]","[[work, purchase, excellent, value, money], [work, great], [come, charge, turn, voila, go, love, clear, audio, price], [work], [test, android, phone, windows, phone, run, work, window, phone, seem, issue, use, bluetooth, device, announce, call, anymore, think, thats, issue, phone, devicebr, br, sound, come, max, volume, hear, someone, youre, drive, highway, speed, need, pinch, trip, find, twoway, walkie, talkie, get, midland, work, well, talk, phone, bluetooth, speakerbr, br, unit, sturdy, clip, work, hold, place, visor, charge, usb, dobr, br, overall, itll, job, louder, suppose, use, carhave, designer, car, thats, year, older], [setup, quick, voice, clarity, good], [suppose, hop, waze, gps, direction, phone], [item, come, dirty, use, work, feel, work], [work, great, battery, last, charge], [work, problem, set]]","[[work purchase excellent value money, -0.1027, 1], [work great, -0.4215, 5], [come charge turn voila go love clear audio price, 0.9097, 4], [work, 0.7096, 5], [test android phone windows phone run work window phone seem issue use bluetooth device announce call anymore think thats issue phone devicebr br sound come max volume hear someone youre drive highway speed need pinch trip find twoway walkie talkie get midland work well talk phone bluetooth speakerbr br unit sturdy clip work hold place visor charge usb dobr br overall itll job louder suppose use carhave designer car thats year older, 0.4215, 4], [setup quick voice clarity good, 0.8957, 5], [suppose hop waze gps direction phone, 0.7929, 3], [item come dirty use work feel work, 0.6249, 5], [work great battery last charge, 0.2732, 4], [work problem set, 0.7089, 5]]"
B0054T2BBI,[0.7579],[4],[[value]],"[[value, 0.7579, 4]]"
B0068XYNH4,"[0.9517, 0.0, 0.8572]","[5, 1, 5]","[[order, sub, enclosure, want, bass, pick, dvc, sub, factory, wire, ohm, take, sub, wire, ohm, amp, ohm, stable, impress, sub, think, flimsy, sub, enclosure, weight, subwoofer, contributes, enclosure, weight, fella, instal, cab, toyota, hilux, pickup, hook, school, rockford, punch, bridge, volt, watt, perfect, behind, seatseat, way, give, nice, bass, boomy, bass, good, bass, thats, need, upgrade, end, perfect, balance], [sub, blow, week], [fit, cab, ranger, seat, way, rs, wouldnt, bos, amp, sound, improvement, stock, bump, deep, bass, song, dont, expect, blow, ear]]","[[order sub enclosure want bass pick dvc sub factory wire ohm take sub wire ohm amp ohm stable impress sub think flimsy sub enclosure weight subwoofer contributes enclosure weight fella instal cab toyota hilux pickup hook school rockford punch bridge volt watt perfect behind seatseat way give nice bass boomy bass good bass thats need upgrade end perfect balance, 0.9517, 5], [sub blow week, 0.0, 1], [fit cab ranger seat way rs wouldnt bos amp sound improvement stock bump deep bass song dont expect blow ear, 0.8572, 5]]"
B0069GQYYA,[0.0],[1],"[[buy, case, come, scratch, look, use]]","[[buy case come scratch look use, 0.0, 1]]"
B006MGPG28,[0.0],[5],"[[work, describe, get, need]]","[[work describe get need, 0.0, 5]]"
B007583U84,[0.7717],[4],"[[item, suppose, maintains, integrity, shape, case]]","[[item suppose maintains integrity shape case, 0.7717, 4]]"
B0084EUZ2C,[-0.269],[1],"[[amaze, last, month, audio, become, cut, time, alone, problem, company, make, return, cost, come, pocket, know, isnt, product, break, pay, return, ship, cost]]","[[amaze last month audio become cut time alone problem company make return cost come pocket know isnt product break pay return ship cost, -0.269, 1]]"
B0085JRQOQ,[0.0],[2],"[[phone, case, crack, camera, phone, drop]]","[[phone case crack camera phone drop, 0.0, 2]]"
B008YCD5WG,[0.5994],[5],"[[daughter, love]]","[[daughter love, 0.5994, 5]]"
B0099S7MJG,[0.5719],[5],[[perfect]],"[[perfect, 0.5719, 5]]"
B009D822KQ,[-0.1531],[1],"[[phone, keep, fall]]","[[phone keep fall, -0.1531, 1]]"
B009ED93PM,[0.6249],[5],"[[fast, service]]","[[fast service, 0.6249, 5]]"
B009OGGYEM,"[0.267, 0.296]","[5, 5]","[[got, power, watt, amp, light, dont, purchase], [seem, ok]]","[[got power watt amp light dont purchase, 0.267, 5], [seem ok, 0.296, 5]]"
B009OP8KCM,[-0.6661],[3],"[[work, ok, oe, connector, become, loose, use, charge, bluetooth, speaker, phone]]","[[work ok oe connector become loose use charge bluetooth speaker phone, -0.6661, 3]]"
B009SK5B3O,[0.4404],[4],"[[work, great, charge, galaxy, note, experience, phone]]","[[work great charge galaxy note experience phone, 0.4404, 4]]"
B00A0LZZ9U,"[0.8016, 0.5719]","[4, 5]","[[speaker, work, put, quality, sound, consider, speaker, price], [put, speaker, sound, excellent, hommies, get, put, bike, handle, wts, amp, push]]","[[speaker work put quality sound consider speaker price, 0.8016, 4], [put speaker sound excellent hommies get put bike handle wts amp push, 0.5719, 5]]"
B00A8A5YGC,[-0.3612],[1],"[[cheap, plastic, broke, day, want, return]]","[[cheap plastic broke day want return, -0.3612, 1]]"
