B000J1FADM,"[0.4404, 0.6369]","[3, 5]","[[come, brand, box, speaker, expect, instal, test, expect, cant, beat, price, recommend], [money]]","[[come brand box speaker expect instal test expect cant beat price recommend, 0.4404, 3], [money, 0.6369, 5]]"
B000KL390C,[0.6249],[5],"[[work, came, step, step, instruction]]","[[work came step step instruction, 0.6249, 5]]"
B000W2ST9K,[0.962],[5],"[[consider, ipod, didnt, think, id, find, case, use, work, awesome, fit, protects, ipod, option, arm, band, clip, wear]]","[[consider ipod didnt think id find case use work awesome fit protects ipod option arm band clip wear, 0.962, 5]]"
B002RUEM14,[0.7496],[5],"[[watt, pyle, pla, channel, watt, sound]]","[[watt pyle pla channel watt sound, 0.7496, 5]]"
B002XQ4TTM,[0.5574],[5],"[[work, xmp, player, picture, send, sent, delphi, remote, thats, thinner]]","[[work xmp player picture send sent delphi remote thats thinner, 0.5574, 5]]"
B0030CH8EG,[0.4333],[5],"[[case, phone, year, lose, rhinestone, broke, gone, come, case, perfect, condition, year, later]]","[[case phone year lose rhinestone broke gone come case perfect condition year later, 0.4333, 5]]"
B0036BNRGY,[-0.8316],[2],"[[last, month, go, product, wasnt, make, america, tell, difference]]","[[last month go product wasnt make america tell difference, -0.8316, 2]]"
B00372GHY6,[0.2023],[4],"[[work, fine]]","[[work fine, 0.2023, 4]]"
B003XL8P0A,[-0.1027],[1],"[[battery, order, take, charge, wonder, sell, cheap, buy, battery, vendor, work, fine]]","[[battery order take charge wonder sell cheap buy battery vendor work fine, -0.1027, 1]]"
B0046BWRUK,[0.9493],[5],"[[partner, function, excellent, set, apart, level, watch, interface, tweak, data, field, believe, use, hike, return, home, function, awesome, system, pace, tracking, mileage]]","[[partner function excellent set apart level watch interface tweak data field believe use hike return home function awesome system pace tracking mileage, 0.9493, 5]]"
B004BQU8TW,[0.296],[3],"[[sound, ok, money]]","[[sound ok money, 0.296, 3]]"
B004HFG0TY,[-0.2755],[1],"[[fit, htc]]","[[fit htc, -0.2755, 1]]"
B004NHGE9C,[0.431],[2],[[price]],"[[price, 0.431, 2]]"
B004NYB68E,"[0.9397, 0.9509]","[5, 5]","[[purchase, grandson, fun, walk, get, kick, talk, grandma, home, surprise, range, clarity, set, offer, use, hand, ideal, work, sit, backyard, garage, convenient, communication], [radio, build, range, seem, lot, frsgmrs, radio, try, get, mile, think, go, get, mile, go, tend, charge, talk, time, color, neon, mint, green, radio, dont, everything, get, regret, buying, use, majority, situation]]","[[purchase grandson fun walk get kick talk grandma home surprise range clarity set offer use hand ideal work sit backyard garage convenient communication, 0.9397, 5], [radio build range seem lot frsgmrs radio try get mile think go get mile go tend charge talk time color neon mint green radio dont everything get regret buying use majority situation, 0.9509, 5]]"
B004S55ES6,"[0.7713, 0.6249]","[5, 5]","[[car, thing, put, way, need, im, super, stoke, purchase, recommend, amp, vehicle, let, need, something, put, time, money, car], [amp, money]]","[[car thing put way need im super stoke purchase recommend amp vehicle let need something put time money car, 0.7713, 5], [amp money, 0.6249, 5]]"
B004U4LX12,[0.4404],[5],[[product]],"[[product, 0.4404, 5]]"
B004VTANBC,[0.8519],[5],[[work]],"[[work, 0.8519, 5]]"
B0050O9GTC,[0.4404],[5],"[[work, good]]","[[work good, 0.4404, 5]]"
B005DTJI7Y,[0.6249],[5],[[awesome]],"[[awesome, 0.6249, 5]]"
B005GTR0R6,[0.0],[1],"[[dose, work, wastebr, money]]","[[dose work wastebr money, 0.0, 1]]"
B005IZY7W4,[0.6908],[5],"[[nice, case, fit, phone, price, arrive, date]]","[[nice case fit phone price arrive date, 0.6908, 5]]"
B005S560UQ,[-0.4767],[1],[[period]],"[[period, -0.4767, 1]]"
B005VBNYDS,[0.5407],[3],"[[fail, somewhat, amaze]]","[[fail somewhat amaze, 0.5407, 3]]"
B005YW1O8Q,[0.0951],[4],"[[fit, cigarette, lighter, proper, spot, work]]","[[fit cigarette lighter proper spot work, 0.0951, 4]]"
B0064H6QGA,[0.1901],[5],"[[havent, hear, someone, sound, use, people, talk, say, tell, im, speakerphone]]","[[havent hear someone sound use people talk say tell im speakerphone, 0.1901, 5]]"
B006ZOC6SE,[0.9152],[5],"[[iphone, case, buy, drop, phone, time, remain, secure, build, case, worth, buck]]","[[iphone case buy drop phone time remain secure build case worth buck, 0.9152, 5]]"
B0073VBHGA,[0.8689],[4],"[[ship, im, satisfy, work, signal, great, look]]","[[ship im satisfy work signal great look, 0.8689, 4]]"
B0082YVBTA,[-0.2732],[4],"[[charge, pma]]","[[charge pma, -0.2732, 4]]"
B0084D6AJK,[0.4927],[5],[[case]],"[[case, 0.4927, 5]]"
B008UE96L2,[0.9455],[5],"[[im, clumsy, adult, drop, shatter, screen, case, year, go, surface, road, sidewalk, smash, car, door, love, cute, color, ]]","[[im clumsy adult drop shatter screen case year go surface road sidewalk smash car door love cute color , 0.9455, 5]]"
B008ZOVF98,[0.3818],[5],"[[everything, hop]]","[[everything hop, 0.3818, 5]]"
B009LHW0A6,[0.6249],[5],"[[product, fast, ship]]","[[product fast ship, 0.6249, 5]]"
B009N9M4GW,[-0.0772],[3],"[[broke, time, drop, carpet, floor, clumsy, case]]","[[broke time drop carpet floor clumsy case, -0.0772, 3]]"
B009WN9PXE,[0.6249],[5],"[[work, ok, price]]","[[work ok price, 0.6249, 5]]"
B00ABTV4QE,[0.6249],[5],"[[fit, look]]","[[fit look, 0.6249, 5]]"
B00BJL133C,"[0.2023, 0.4767, -0.8591, 0.3597]","[1, 5, 2, 1]","[[expect, phone, im, sell, htc, phone], [phone, work, week, fine, start, reboot, recognize, sim, card, buy, company], [purchase, phone, gift, use, get, go, overheat, drop, call, call, needle, say, ornament, look, box, cause, absolute, waste, time, tell, return, disappointment, lead, believe, phone, amazon, better, thisbr, httpswwwamazoncomgpproductbbjlcrefcmcrrypprdttlsol], [phone, picture, video, quality, better, reason, way, different, htc, m, att, apps, annoy, use, att, charge, system, fail, month, dislike]]","[[expect phone im sell htc phone, 0.2023, 1], [phone work week fine start reboot recognize sim card buy company, 0.4767, 5], [purchase phone gift use get go overheat drop call call needle say ornament look box cause absolute waste time tell return disappointment lead believe phone amazon better thisbr httpswwwamazoncomgpproductbbjlcrefcmcrrypprdttlsol, -0.8591, 2], [phone picture video quality better reason way different htc m att apps annoy use att charge system fail month dislike, 0.3597, 1]]"
B00BUM1HKY,[-0.5927],[1],"[[receive, battery, work, increase, life, phone, alas, year, start, heat, level, drain, hour, buy, battery, manufacturer, againas, phone, battery, behaves, manufacturing, process, contaminate, say, get, month, capacity, use, item, year]]","[[receive battery work increase life phone alas year start heat level drain hour buy battery manufacturer againas phone battery behaves manufacturing process contaminate say get month capacity use item year, -0.5927, 1]]"
B00BW75AVO,[-0.5106],[2],"[[prone, failure]]","[[prone failure, -0.5106, 2]]"
B00CK1VT6Q,[0.5949],[5],[[come]],"[[come, 0.5949, 5]]"
B00CLOFQNO,[0.0],[4],[[expect]],"[[expect, 0.0, 4]]"
B00CLW9FCO,[0.0],[5],[[thing]],"[[thing, 0.0, 5]]"
B00CP82PY4,[0.8585],[1],"[[want, love, fallen, apart, year, phone, iphone, get, lot, use, category, rubber, fallen, side, phone, fall, case, look, case, wont, pongbr, br, idea, look, feel, think, give, boost, battery, life, signal, strength, slight, recommend, rubber, case, fall, apart, tear, sorry]]","[[want love fallen apart year phone iphone get lot use category rubber fallen side phone fall case look case wont pongbr br idea look feel think give boost battery life signal strength slight recommend rubber case fall apart tear sorry, 0.8585, 1]]"
B00CTMP65G,"[0.0, 0.6249, -0.1027, 0.34]","[2, 5, 1, 1]","[[break], [product, expect], [dont, work, junk, threw], [get, pay, cable, week]]","[[break, 0.0, 2], [product expect, 0.6249, 5], [dont work junk threw, -0.1027, 1], [get pay cable week, 0.34, 1]]"
B00D617EWW,[0.8519],[5],"[[quality, cheap, price]]","[[quality cheap price, 0.8519, 5]]"
B00DHJLAP0,[0.3724],[5],"[[go, minion, form]]","[[go minion form, 0.3724, 5]]"
B00DX5ZRD4,[0.8294],[5],"[[chris, model, tab, corner, lanyard, hybrid, frame, absorb, drop, im, use, case, phone, rilakkuma, picture, change, put, whenever, im, mood, use, casebr, br, come, case, put, phone, wiping, cloth, port, protector, headphone, jack, charge, port]]","[[chris model tab corner lanyard hybrid frame absorb drop im use case phone rilakkuma picture change put whenever im mood use casebr br come case put phone wiping cloth port protector headphone jack charge port, 0.8294, 5]]"
B00E0GV9HI,[0.4019],[5],"[[wish, u, sell, bulk]]","[[wish u sell bulk, 0.4019, 5]]"
B00EKLQU36,[0.6249],[4],"[[product, awesome]]","[[product awesome, 0.6249, 4]]"
