B000098YD5,[0.6229],[5],"[[buy, phone, year, work, home, job, use, phone, itit, good, product, get, thing, do, talk, people, phone, maintain, conversation, disturbance, headset]]","[[buy phone year work home job use phone itit good product get thing do talk people phone maintain conversation disturbance headset, 0.6229, 5]]"
B00009QOU5,[0.9476],[5],"[[ship, fast, make, difference, system, perfect, high, look, perfect, factory, gt, sound, good, make, system, sound, surround]]","[[ship fast make difference system perfect high look perfect factory gt sound good make system sound surround, 0.9476, 5]]"
B00029X1JG,[0.3804],[5],"[[work, advertise, purchase, longer, screw, hte, side, wall, motor, home, thicker, lenght, screw, provide, happy, reception]]","[[work advertise purchase longer screw hte side wall motor home thicker lenght screw provide happy reception, 0.3804, 5]]"
B0007KK2N8,[0.8442],[4],"[[perfect, fit, look, instal]]","[[perfect fit look instal, 0.8442, 4]]"
B0007WRQ8K,[0.2023],[5],"[[seems, work, fine, got, way, station, see, work]]","[[seems work fine got way station see work, 0.2023, 5]]"
B000J1FABY,"[0.1779, 0.4215, 0.2023, 0.1531, 0.0, 0.6249, 0.4019]","[5, 4, 5, 5, 1, 4, 3]","[[speaker], [sound, good, buzz, speaker], [junk, get], [fine], [daughter, like], [instal, month, sound, clarity, crack, popping], [perfecta]]","[[speaker, 0.1779, 5], [sound good buzz speaker, 0.4215, 4], [junk get, 0.2023, 5], [fine, 0.1531, 5], [daughter like, 0.0, 1], [instal month sound clarity crack popping, 0.6249, 4], [perfecta, 0.4019, 3]]"
B000KL1AY4,[0.9428],[5],"[[cheap, thats, pay, fit, perfect, look]]","[[cheap thats pay fit perfect look, 0.9428, 5]]"
B001769ISQ,[0.4215],[5],"[[nice, quality, connector, youre, expect]]","[[nice quality connector youre expect, 0.4215, 5]]"
B001E6VEB8,[0.875],[5],"[[fit, mitsubishi, material, use, look, back, interior, star]]","[[fit mitsubishi material use look back interior star, 0.875, 5]]"
B001N16M34,[-0.4449],[3],"[[didnt, fit]]","[[didnt fit, -0.4449, 3]]"
B003XHZPXY,[-0.6124],[1],"[[didnt, work, think, connection, music, cut, use, product, wouldnt, buy]]","[[didnt work think connection music cut use product wouldnt buy, -0.6124, 1]]"
B004CU1VW0,"[0.4215, 0.6551, 0.0, 0.4391, 0.4404, 0.3798, 0.0, 0.9729, 0.6369, -0.2023, -0.2755, 0.765, -0.5859, -0.5122, 0.6369, 0.6369, 0.4404]","[5, 5, 1, 5, 5, 3, 1, 5, 5, 1, 3, 5, 2, 5, 2, 5, 5]","[[voice, clarity], [brainer, motorola, ear, bud, unobtrusive, ear, light, weight, stay, place, battery, last, time, dont, drop], [wont, charge], [sound], [pair, phone], [disconnect, connect, dont, fit, property, excellent, quality, talk], [stream, music, source, pandora, connection, issue, bluetooth, drop, revert, phone, speaker, annoy], [quick, delivery, bluetooth, work, love, bluetooth, cant, get, one, go, bus, type, ear, main, reason, buy, hope, dont, get, everything, great, purchase, thanks], [earpiece], [like, phone, number, call, phone], [compact, simple, people, understand], [buy, gift, love], [turn], [set, sync], [work], [lot, noise, usedbr, work, phone, conversationbr, return], [husband, us, everyday, set]]","[[voice clarity, 0.4215, 5], [brainer motorola ear bud unobtrusive ear light weight stay place battery last time dont drop, 0.6551, 5], [wont charge, 0.0, 1], [sound, 0.4391, 5], [pair phone, 0.4404, 5], [disconnect connect dont fit property excellent quality talk, 0.3798, 3], [stream music source pandora connection issue bluetooth drop revert phone speaker annoy, 0.0, 1], [quick delivery bluetooth work love bluetooth cant get one go bus type ear main reason buy hope dont get everything great purchase thanks, 0.9729, 5], [earpiece, 0.6369, 5], [like phone number call phone, -0.2023, 1], [compact simple people understand, -0.2755, 3], [buy gift love, 0.765, 5], [turn, -0.5859, 2], [set sync, -0.5122, 5], [work, 0.6369, 2], [lot noise usedbr work phone conversationbr return, 0.6369, 5], [husband us everyday set, 0.4404, 5]]"
B004YGR5ZO,[-0.3343],[3],"[[battery, serf, purpose, power, lg, env, battery, phone, doesnt, fit, flush]]","[[battery serf purpose power lg env battery phone doesnt fit flush, -0.3343, 3]]"
B005C6HZCI,"[-0.4939, 0.2732]","[5, 5]","[[steal, price, buck, pair, store], [talk, simplify, channel, amp, subwoofer, amp, installation, cord, label, clean, wire]]","[[steal price buck pair store, -0.4939, 5], [talk simplify channel amp subwoofer amp installation cord label clean wire, 0.2732, 5]]"
B005Q6439M,[0.0],[1],"[[product, shownbr, touch, workbr, update, device]]","[[product shownbr touch workbr update device, 0.0, 1]]"
B0060EKBFO,[0.8979],[5],"[[shock, toddler, resistant, case, day, use, toddler, decide, play, phone, place, seat, go, mishap, phone, strongest, case, ever, adventurer, parent, folk, lack, grace]]","[[shock toddler resistant case day use toddler decide play phone place seat go mishap phone strongest case ever adventurer parent folk lack grace, 0.8979, 5]]"
B0062FZ32C,"[-0.4749, 0.0, 0.765, -0.7481, -0.0258, -0.7184, -0.5994]","[4, 5, 5, 1, 2, 2, 5]","[[earpiece, hr, shift, law, enforcement, got, work, month, sound, cut, purchase, gave, day, set, mess, m, jack, get, need, move, wire, think, something, wire, mess, give, issue], [work, advertise, problem], [work, recommend, piece, go, ear, block, lot, noise, broke, short, cord, week, use], [make, quit, work, day, piss, threw], [work, expect, clip, give, skin, rash, allergic, alloy, complain, price], [work, police, officer, need, something, beach, hear], [fit, work, ]]","[[earpiece hr shift law enforcement got work month sound cut purchase gave day set mess m jack get need move wire think something wire mess give issue, -0.4749, 4], [work advertise problem, 0.0, 5], [work recommend piece go ear block lot noise broke short cord week use, 0.765, 5], [make quit work day piss threw, -0.7481, 1], [work expect clip give skin rash allergic alloy complain price, -0.0258, 2], [work police officer need something beach hear, -0.7184, 2], [fit work , -0.5994, 5]]"
