B0007NDBEW,[0.9652],[4],"[[headset, purchase, past, year, worn, ear, adjust, ear, ear, clarity, hearing, speak, headset, use]]","[[headset purchase past year worn ear adjust ear ear clarity hearing speak headset use, 0.9652, 4]]"
B000BUN79K,"[0.6369, -0.6746, 0.0, -0.4767, 0.1094, -0.3818, -0.0873, 0.2619, 0.7172, 0.2023, 0.9411, -0.7485, 0.8674, -0.34, 0.6369]","[5, 1, 5, 1, 1, 1, 2, 5, 4, 1, 5, 4, 5, 1, 5]","[[staticy, start, work, aux, input, use, tape, deck, theres, tape, feedback, anything, nice, use, play, music, phone, android, recommend, rocket, player, start, playing, music, plug, phone], [play, music, phone, car, aux, port, control, volume, phone, max, volume, car, stereo, volume, balance, audio, quality, turn, volume, phone, car, present, problem, touch, id, iphone, enable, use, unlocking, phone, sign, apps, place, finger, sensor, make, interference, noise, speaker, deal, poor, audio, quality, good, quality, make, use, touch, id, unlock, phone], [lot, interference, playing, eject, reload, toss, trash, money, spend, amazon], [work], [piece, junk, didnt, work, box, buy, advise, avoid], [product], [kind, get, pay, product, cheap, sound, quality, volume, get, move, aux, cord, position, entire, product, flimsybr, br, work, quality], [please, item, day, second, day, own, item, weird, noise, hear, music, play, theres, annoy, ticking, noise, interval, time, cassette, cassette, player, recommend, item, buy, cassette, aux, player, thats], [get, job, do, play, tune], [make, buzz, sound, charge, ipod, time, playing, music], [work], [broke, month, use, generic, plastic, think, rca, brand, better, quality, turn, brand, ink, cheap, plastic, disappoint], [purchase, unit, come, cheap, month, thats, think, sound, quality, great, ipod, iphone, say, value, money], [havent, use, dont, seem, work, fine, im, happy, miss, broke, im, give, star, im, wont, surprise]]","[[staticy start work aux input use tape deck theres tape feedback anything nice use play music phone android recommend rocket player start playing music plug phone, 0.6369, 5], [play music phone car aux port control volume phone max volume car stereo volume balance audio quality turn volume phone car present problem touch id iphone enable use unlocking phone sign apps place finger sensor make interference noise speaker deal poor audio quality good quality make use touch id unlock phone, -0.6746, 1], [lot interference playing eject reload toss trash money spend amazon, 0.0, 5], [work, -0.4767, 1], [piece junk didnt work box buy advise avoid, 0.1094, 1], [product, -0.3818, 1], [kind get pay product cheap sound quality volume get move aux cord position entire product flimsybr br work quality, -0.0873, 2], [please item day second day own item weird noise hear music play theres annoy ticking noise interval time cassette cassette player recommend item buy cassette aux player thats, 0.2619, 5], [get job do play tune, 0.7172, 4], [make buzz sound charge ipod time playing music, 0.2023, 1], [work, 0.9411, 5], [broke month use generic plastic think rca brand better quality turn brand ink cheap plastic disappoint, -0.7485, 4], [purchase unit come cheap month thats think sound quality great ipod iphone say value money, 0.8674, 5], [havent use dont seem work fine im happy miss broke im give star im wont surprise, -0.34, 1], [, 0.6369, 5]]"
B000E1B3QK,[0.4404],[5],[[quality]],"[[quality, 0.4404, 5]]"
B000EIOQBM,"[0.4404, 0.7046, 0.9022]","[4, 4, 5]","[[item, ship, receive, install, work, item, price], [work, ok, bringing, station, wire, know, lot, good, buy, decent, interior, antenna]]","[[item ship receive install work item price, 0.4404, 4], [work ok bringing station wire know lot good buy decent interior antenna, 0.7046, 4], [, 0.9022, 5]]"
B000LMBJMA,[0.4215],[5],"[[everything, go, expect, nice, product]]","[[everything go expect nice product, 0.4215, 5]]"
B001ES5D5Y,[0.6361],[5],"[[product, fine, deliver, find, need, product, return, policy, fast]]","[[product fine deliver find need product return policy fast, 0.6361, 5]]"
B001GQ4EOU,[0.6249],[5],"[[maaaaan, thing, sound, grrrrrreeeeeeeaaaaatttttttttt, great, buy, price]]","[[maaaaan thing sound grrrrrreeeeeeeaaaaatttttttttt great buy price, 0.6249, 5]]"
B00313JXE2,"[0.457, 0.926, 0.9081]","[4, 5, 5]","[[unit, accurate, handy, fit, pocket, give, basic, dont, remove, battery, rechargingbr, last, round, charge], [fantastican, use, device, say, use, battery, subscription, itbr, dave], [batt, life, great, love, work]]","[[unit accurate handy fit pocket give basic dont remove battery rechargingbr last round charge, 0.457, 4], [fantastican use device say use battery subscription itbr dave, 0.926, 5], [batt life great love work, 0.9081, 5]]"
B0036B8UUW,[0.9105],[5],"[[value, hook, planet, audio, anarchy, rms, dont, think, get, bass, money, anyone, instal, week, ive, break, way, get, bit, deeper, know, isnt, audiophile, quality, speaker, need, note, thing, doesnt, response, rate, song, pound, go, note, become, quieter, grant, use, port, box, need, mention, sub, jump, enjoy, youve, sub, go, kicker, trust, brand, thing, isnt, loud, doesnt, clean, note, kicker, care]]","[[value hook planet audio anarchy rms dont think get bass money anyone instal week ive break way get bit deeper know isnt audiophile quality speaker need note thing doesnt response rate song pound go note become quieter grant use port box need mention sub jump enjoy youve sub go kicker trust brand thing isnt loud doesnt clean note kicker care, 0.9105, 5]]"
B003H7UEKE,"[0.1779, 0.6369]","[3, 5]","[[need, match, watch], [replacement, use, instruction, replace, check, tube, find, videobr, problem, solve]]","[[need match watch, 0.1779, 3], [replacement use instruction replace check tube find videobr problem solve, 0.6369, 5]]"
B003IHV6Z0,[-0.1531],[5],"[[difficulty, use, manual, important, plug, computer, download, instruction, handhelds, memory, use, handheld, gps, become]]","[[difficulty use manual important plug computer download instruction handhelds memory use handheld gps become, -0.1531, 5]]"
B003MB63KA,[0.2732],[5],"[[work, thanjs]]","[[work thanjs, 0.2732, 5]]"
B003VRYQ9A,[0.861],[5],"[[wife, love, im, man]]","[[wife love im man, 0.861, 5]]"
B004I58HJO,[-0.3612],[3],"[[get, sliding, pocket, clip, flip, part, annoy, part, end, cut, flip, bottom, part, think, better]]","[[get sliding pocket clip flip part annoy part end cut flip bottom part think better, -0.3612, 3]]"
B004SGQY7K,[0.4585],[1],"[[item, work, time, time, drop, connection, dont, waste, money]]","[[item work time time drop connection dont waste money, 0.4585, 1]]"
B004SUO31A,"[0.6249, 0.0]","[4, 4]","[[battery, fit, perform, advertise], [work, great, hold, charge, week]]","[[battery fit perform advertise, 0.6249, 4], [work great hold charge week, 0.0, 4]]"
B004XDDOPI,[0.6077],[5],"[[need, rugged, phone, rugged, husband]]","[[need rugged phone rugged husband, 0.6077, 5]]"
B004ZLV5PE,[0.6124],[5],[[iphonelike]],"[[iphonelike, 0.6124, 5]]"
B004ZSGAMU,"[0.631, -0.4939, -0.8275]","[1, 2, 1]","[[cell, phone, exacited, day, cell, phone, die, freeze, good], [receive, phone, mark, screen, get, worse, whole, spot, touch, screen, doesnt, work, spot, photo, know, refurbish, phone, say, phone, thing, replacement, refund], [screen, damage]]","[[cell phone exacited day cell phone die freeze good, 0.631, 1], [receive phone mark screen get worse whole spot touch screen doesnt work spot photo know refurbish phone say phone thing replacement refund, -0.4939, 2], [screen damage, -0.8275, 1]]"
B00564VGZ8,[0.7992],[4],"[[sound, good, say, set, get, amaze, soind]]","[[sound good say set get amaze soind, 0.7992, 4]]"
