B00005T39Y,"[0.6925, 0.0, 0.296, -0.2952, 0.7269, -0.2023]","[2, 5, 2, 1, 5, 2]","[[disappoint, product, thought, change, car, cassette, get, land, use, instead, suggest, anyone], [work, okay, week, cord, start, generate, noise, wiggling, cord, mm, end, alleviate, noise, background, expect, well, product, sony], [], [make, sound, lot, noise, brand, work, fine, year, didnt, work, box], [school, factory, system, acura, tl, quick, dirty, way, add, ipod, connectivity, super, simple, sound], [work, reason, tape, player, want, switch, side, b, tape, play, side, useless]]","[[disappoint product thought change car cassette get land use instead suggest anyone, 0.6925, 2], [work okay week cord start generate noise wiggling cord mm end alleviate noise background expect well product sony, 0.0, 5], [, 0.296, 2], [make sound lot noise brand work fine year didnt work box, -0.2952, 1], [school factory system acura tl quick dirty way add ipod connectivity super simple sound, 0.7269, 5], [work reason tape player want switch side b tape play side useless, -0.2023, 2]]"
B000N5T0T4,"[0.6249, 0.5719, 0.6597, 0.0]","[5, 5, 5, 1]","[[husband, us, amp, love], [amp], [use, power, self, contain, speaker, use, high, jeep], [amp, blow, circuit, week, use]]","[[husband us amp love, 0.6249, 5], [amp, 0.5719, 5], [use power self contain speaker use high jeep, 0.6597, 5], [amp blow circuit week use, 0.0, 1]]"
B001UO0RKS,[-0.296],[5],[[issue]],"[[issue, -0.296, 5]]"
B001UO651S,"[0.7351, -0.4118]","[5, 2]","[[excellent, thank], [screen, protect, broke, fast]]","[[excellent thank, 0.7351, 5], [screen protect broke fast, -0.4118, 2]]"
B00277EMQ2,[0.0],[1],"[[iphone, part]]","[[iphone part, 0.0, 1]]"
B003SWORNI,[0.2023],[4],"[[expect, work, fine]]","[[expect work fine, 0.2023, 4]]"
B004CYF366,"[0.0, -0.0]","[5, 1]","[[u, want, stolen, face, dont, detach], [lot, money]]","[[u want stolen face dont detach, 0.0, 5], [lot money, -0.0, 1]]"
B004E9SZP0,"[0.0, 0.4585]","[1, 1]","[[work, receive], [advertise, say, work, headset, doesnt, broke, x]]","[[work receive, 0.0, 1], [advertise say work headset doesnt broke x, 0.4585, 1]]"
B004K57Q8A,[0.7876],[5],"[[buy, lot, speaker, day, say, speaker, kicker, price, look, wrangler]]","[[buy lot speaker day say speaker kicker price look wrangler, 0.7876, 5]]"
B004S50ZNA,[0.6486],[4],"[[amp, flaw, part, screw, door, make, metal, break, side, price, amp]]","[[amp flaw part screw door make metal break side price amp, 0.6486, 4]]"
B004S510CK,[-0.5423],[2],"[[sound, quality]]","[[sound quality, -0.5423, 2]]"
B004V9GSKC,"[0.6369, 0.7964]","[5, 5]","[[get, love], [sub, great, p, p, hit, way, harder, people, tell, way, sub, recommend, everyone]]","[[get love, 0.6369, 5], [sub great p p hit way harder people tell way sub recommend everyone, 0.7964, 5]]"
B004X71HXU,"[0.7574, 0.6249]","[5, 5]","[[use, work, fit], [charger, come, include, adapter, make, charge, use, data, usb, cord]]","[[use work fit, 0.7574, 5], [charger come include adapter make charge use data usb cord, 0.6249, 5]]"
B00508I446,"[-0.4019, 0.6249, 0.0772, 0.0]","[1, 5, 1, 1]","[[charger, use, defect], [fit, charge, allphones, keep, flash, something, wrongit, waste, money], [packaging, doesnt, work]]","[[charger use defect, -0.4019, 1], [fit charge allphones keep flash something wrongit waste money, 0.6249, 5], [packaging doesnt work, 0.0772, 1], [, 0.0, 1]]"
B00530RYCE,[0.0],[2],"[[camera, hole, volume, button]]","[[camera hole volume button, 0.0, 2]]"
B0055T53GC,[-0.7096],[2],"[[case, phone, phone, work, pay, postage, front, get, phojne, take, stick, case, son, need, phone, knowing, phone, mail, happens]]","[[case phone phone work pay postage front get phojne take stick case son need phone knowing phone mail happens, -0.7096, 2]]"
B0055XYXJ6,[0.7845],[5],"[[case, fit, phone, perfectlyquick, shipping, good, price, get, red, silicone, case, wife, love, slick, feel, get, silicone]]","[[case fit phone perfectlyquick shipping good price get red silicone case wife love slick feel get silicone, 0.7845, 5]]"
B005A34PLW,[0.0],[1],"[[buy, thing, dont, waist, money]]","[[buy thing dont waist money, 0.0, 1]]"
B005GP4FKU,[0.0],[5],[[job]],"[[job, 0.0, 5]]"
B005JZTICM,[0.7162],[4],"[[work, hide, cord, foot, short, buy, extension, outlet, problem, unit, know, bought, think]]","[[work hide cord foot short buy extension outlet problem unit know bought think, 0.7162, 4]]"
B005LQ9324,[0.5719],[5],[[perfect]],"[[perfect, 0.5719, 5]]"
B0070031RC,[0.3612],[4],"[[excellent, product, complaint, product, bulkiness]]","[[excellent product complaint product bulkiness, 0.3612, 4]]"
B007652FLY,[0.6369],[4],"[[seems, sterdy, thing, wish, longer, arm, note, edge]]","[[seems sterdy thing wish longer arm note edge, 0.6369, 4]]"
B008JEXIHQ,[0.863],[5],"[[wait, get, dress, use, cute, word, buy, thank, judie]]","[[wait get dress use cute word buy thank judie, 0.863, 5]]"
B008N8QWV2,[0.6249],[5],"[[awesome, cover]]","[[awesome cover, 0.6249, 5]]"
B008S3WTSW,[-0.1796],[5],"[[efficient, service, part, need, complains]]","[[efficient service part need complains, -0.1796, 5]]"
B008YNEFN8,[0.8399],[5],"[[fit, glove, customer, happy]]","[[fit glove customer happy, 0.8399, 5]]"
B0091D0EBC,[0.6249],[5],[[work]],"[[work, 0.6249, 5]]"
B009B5C88W,[0.9042],[5],"[[casewanted, fun, color, sleek, design, perfect]]","[[casewanted fun color sleek design perfect, 0.9042, 5]]"
B009L4NY8Q,[-0.4538],[5],"[[arrvd, time, gift, dau, doesnt, want, ill, return, dont, honda, ipod]]","[[arrvd time gift dau doesnt want ill return dont honda ipod, -0.4538, 5]]"
