B0002W81Z2,[0.6384],[5],"[[audio, hobbyist, year, experience, installer, store, owner, competition, judge, find, speaker, kind, quality, price, crossover, everything, spend, triple, pair, speaker, crossover, waste, money, speaker, give, quality, component, set, installation, use, plug, play, inline, crossover, blow, tweeter, tweeter, crossover, capacitor, order, filter, frequency, swivel, term, frequency, tweeter, produce, think, line, sight, ear, mount, speaker, door, swiveling, tweeter, mean, lose, sound, produce, driver, side, line, sight, ear, side, swivel, help, judge, speaker, material, use, silk, dome, tweeter, provide, quality, sound, anyone, claim, silk, dome, harsh, use, set, deckamp]]","[[audio hobbyist year experience installer store owner competition judge find speaker kind quality price crossover everything spend triple pair speaker crossover waste money speaker give quality component set installation use plug play inline crossover blow tweeter tweeter crossover capacitor order filter frequency swivel term frequency tweeter produce think line sight ear mount speaker door swiveling tweeter mean lose sound produce driver side line sight ear side swivel help judge speaker material use silk dome tweeter provide quality sound anyone claim silk dome harsh use set deckamp, 0.6384, 5]]"
B0007TJDIY,[0.6369],[4],"[[stereo, fit]]","[[stereo fit, 0.6369, 4]]"
B000N5T0UI,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B000OEKBGU,[0.7906],[5],"[[cant, believe, cheap, case, stay, nice, hold, bought, december]]","[[cant believe cheap case stay nice hold bought december, 0.7906, 5]]"
B0015G6JG2,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B001G1I5YA,[0.5106],[4],"[[wife, drive, talk, hand]]","[[wife drive talk hand, 0.5106, 4]]"
B001HYN7G2,[0.6249],[5],"[[order, work]]","[[order work, 0.6249, 5]]"
B0038OSA5W,"[0.0, 0.6249, 0.7906]","[3, 5, 5]","[[hold, charge], [arrive, shape, take, charge, perform, fine]]","[[hold charge, 0.0, 3], [arrive shape take charge perform fine, 0.6249, 5], [, 0.7906, 5]]"
B003ZDBJOU,[0.8555],[5],"[[purchase, husband, love, look, phone]]","[[purchase husband love look phone, 0.8555, 5]]"
B0040Z3EHW,[0.0],[5],[[expect]],"[[expect, 0.0, 5]]"
B004B52LHU,"[0.3612, 0.6757]","[5, 4]","[[come, deal, guess, bought, ]]","[[come deal guess bought , 0.3612, 5], [, 0.6757, 4]]"
B004D2E8TU,[-0.5994],[5],"[[complaint, son, use, case]]","[[complaint son use case, -0.5994, 5]]"
B004YIIKK6,[0.4215],[5],[[nice]],"[[nice, 0.4215, 5]]"
B005XBC7SY,"[-0.4215, 0.3612]","[1, 5]","[[broke, time, use]]","[[broke time use, -0.4215, 1], [, 0.3612, 5]]"
B0069VV4C2,[0.5719],[4],"[[excellent, productgreat, price]]","[[excellent productgreat price, 0.5719, 4]]"
B006V5AL1G,[0.4404],[5],"[[phone, mom, keyboard, key]]","[[phone mom keyboard key, 0.4404, 5]]"
B007FIJ5WO,[0.9349],[4],"[[review, year, overdue, purchase, friend, love, phone, upgrade, samsung, galaxy, phone, use, protector, come, didnt, need, use, second]]","[[review year overdue purchase friend love phone upgrade samsung galaxy phone use protector come didnt need use second, 0.9349, 4]]"
B007L8ALUS,[0.0],[1],"[[doesnt, work, return]]","[[doesnt work return, 0.0, 1]]"
