B00009QOWW,[0.9245],[5],"[[im, control, arrive, time, work, car, sends, change, read, review, see, work, buyer, decide, buy]]","[[im control arrive time work car sends change read review see work buyer decide buy, 0.9245, 5]]"
B0007TJDAM,"[-0.8074, 0.6124]","[1, 5]","[[product, didnt, side, mount, radio, keep, radio, fall, stop, return, charge, shipping, product, didnt, include, everything], [fit, perfectlybr, drill, slot, usb, storage, cubby]]","[[product didnt side mount radio keep radio fall stop return charge shipping product didnt include everything, -0.8074, 1], [fit perfectlybr drill slot usb storage cubby, 0.6124, 5]]"
B000NHWM0G,[0.4927],[5],"[[wife, us, day, please, armband]]","[[wife us day please armband, 0.4927, 5]]"
B000V7ETRM,[0.7264],[5],"[[work, advertise, apple, product, design, mini, jackand, cable, design, right, work, perfect, iphone, case, thats, mini, jack, design, recommend, item, apple, user, cable, monster, product, work]]","[[work advertise apple product design mini jackand cable design right work perfect iphone case thats mini jack design recommend item apple user cable monster product work, 0.7264, 5]]"
B001HC6UJ0,[0.4404],[5],"[[install, work, advertise]]","[[install work advertise, 0.4404, 5]]"
B001WMFXJ8,[0.8705],[4],"[[radio, work, time, need, pair, secret, service, earbud, work, perfect, wedding, videographers, indoors, problem, range, didnt, try, use, cell, phonebr, br, buy]]","[[radio work time need pair secret service earbud work perfect wedding videographers indoors problem range didnt try use cell phonebr br buy, 0.8705, 4]]"
B002NLTVZO,[0.6249],[5],"[[workes, awesome]]","[[workes awesome, 0.6249, 5]]"
B003T473TK,[0.0],[4],"[[use, month, rubber, start, peel, leave, florida, sun, itll, live, longer]]","[[use month rubber start peel leave florida sun itll live longer, 0.0, 4]]"
B0046H8ZFK,[0.6101],[2],"[[impress, didnt, return, sound, blocker, earphone]]","[[impress didnt return sound blocker earphone, 0.6101, 2]]"
B0047FW7LE,"[0.4404, 0.6769]","[4, 4]","[[case, look, doeant]]","[[case look doeant, 0.4404, 4], [, 0.6769, 4]]"
B00488I2G4,[0.0],[3],"[[send, photo, change, multimedia, feature]]","[[send photo change multimedia feature, 0.0, 3]]"
B004G1L52Q,"[-0.2334, 0.7841, -0.1816, 0.296, 0.2023, -0.9086, 0.807, -0.3632, 0.7054, 0.0, 0.9558, 0.0, -0.6596, 0.4754, 0.4754, 0.7832, 0.3612, 0.0, 0.6369, 0.8834, 0.8271]","[1, 4, 3, 3, 4, 1, 5, 2, 4, 1, 5, 1, 4, 5, 4, 5, 2, 1, 5, 5, 5]","[[return, product], [selfdestructed, effort, return], [doesnt, stay, close, device, junk], [end, insert, upside, cd, player, wouldnt, button, functionality, work], [muscle, phone], [nice, quality], [thing, awesome, mounteks, product, attach, pad, device, want, sticker, magneticmetal, panel, phone, buybr, br, con, see, durability, sticky, group, hold, phone, mine, month, problem, id, surprise, year, intervention], [installs, secure, hold, iphone, position, holder, sturdy, overbear, appearance, im, happy, find, holder, fit, mustang, require, suction, cup, obruction, nice, product], [tom, tom, fit, model, find, way], [work, great, car, placement], [cell, phone, holder, buying, christmas, present], [set, screw, keep, phone, position, doesnt, work, tighten, phone, twist, vefy, effort], [awesome, tool, snug, fit, cd, slot, perfect, view, height], [screw, lock, position, holder, loosens, tighten, day, keep, phone, desire, position, grip, cd, slot], [ok], [use, keep, attach, car], [hold, phone, rotation, screw, come, pretty, phone, twist, sidewaysbr, br, think, fact, affect, protects, cd, player], [perfect, work, job, dont, put, phone, drink, holder, anymore, turn, device, center, facetime, someone, acura, people, shouldnt, facetiming, drive, anyway], [nice, holder, use, cell, phone, gps, downside, swivel, im, drive], [work, slot, curve, face, factory, cd, player, curve, face, mount, stay, place, blade, straight, edge, outer, part, blade, dont, insert, drive, reviewer, indicate, work, curve, slot, fails, car, stay, place, minute, wobble, pop, send, back, refund], [look, work, car, get, stay, ford, flex]]","[[return product, -0.2334, 1], [selfdestructed effort return, 0.7841, 4], [doesnt stay close device junk, -0.1816, 3], [end insert upside cd player wouldnt button functionality work, 0.296, 3], [muscle phone, 0.2023, 4], [nice quality, -0.9086, 1], [thing awesome mounteks product attach pad device want sticker magneticmetal panel phone buybr br con see durability sticky group hold phone mine month problem id surprise year intervention, 0.807, 5], [installs secure hold iphone position holder sturdy overbear appearance im happy find holder fit mustang require suction cup obruction nice product, -0.3632, 2], [tom tom fit model find way, 0.7054, 4], [work great car placement, 0.0, 1], [cell phone holder buying christmas present, 0.9558, 5], [set screw keep phone position doesnt work tighten phone twist vefy effort, 0.0, 1], [awesome tool snug fit cd slot perfect view height, -0.6596, 4], [screw lock position holder loosens tighten day keep phone desire position grip cd slot, 0.4754, 5], [ok, 0.4754, 4], [use keep attach car, 0.7832, 5], [hold phone rotation screw come pretty phone twist sidewaysbr br think fact affect protects cd player, 0.3612, 2], [perfect work job dont put phone drink holder anymore turn device center facetime someone acura people shouldnt facetiming drive anyway, 0.0, 1], [nice holder use cell phone gps downside swivel im drive, 0.6369, 5], [work slot curve face factory cd player curve face mount stay place blade straight edge outer part blade dont insert drive reviewer indicate work curve slot fails car stay place minute wobble pop send back refund, 0.8834, 5], [look work car get stay ford flex, 0.8271, 5]]"
B004IS03FW,[-0.4767],[1],"[[poor, quality, last, month]]","[[poor quality last month, -0.4767, 1]]"
B005H5OXA6,[0.944],[4],"[[nice, lead, strip, reviewer, say, wire, difficult, work, solder, connecting, power, source, flex, break, start, light, bright, look, good, flexibility, hard, get, flex, direction, take, time, tape, hold, price, beat]]","[[nice lead strip reviewer say wire difficult work solder connecting power source flex break start light bright look good flexibility hard get flex direction take time tape hold price beat, 0.944, 4]]"
B005SIVFQC,[-0.0972],[1],"[[love, came, month, stickiness, border, disappear, screen, protector, staying, display, mean, month, replacement, get, item]]","[[love came month stickiness border disappear screen protector staying display mean month replacement get item, -0.0972, 1]]"
B006DIT7V6,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B006WBOGK6,[0.2023],[2],"[[fine, dont, work]]","[[fine dont work, 0.2023, 2]]"
B00741IB2M,[0.3506],[4],"[[arrive, time, cheap, well, quality, expect, cover, thing, scratch, find, drop, phone, today, shatter, screen, doesnt, stabilize, phone, prevent, happen, case, plan, replace, screen, find, protection, continue, use, case]]","[[arrive time cheap well quality expect cover thing scratch find drop phone today shatter screen doesnt stabilize phone prevent happen case plan replace screen find protection continue use case, 0.3506, 4]]"
B0074R14TI,[-0.2732],[3],"[[volume, turn, screen, glitch, warn, crack]]","[[volume turn screen glitch warn crack, -0.2732, 3]]"
B007JP26QA,"[0.0, 0.8555, 0.2263]","[4, 4, 3]","[[okay], [product, great, price, think, price, get, pay, admit, dead, look, fit, housing, stay, firm, think, im, go, buy, keep, case, stop, make], [want, deliver, time]]","[[okay, 0.0, 4], [product great price think price get pay admit dead look fit housing stay firm think im go buy keep case stop make, 0.8555, 4], [want deliver time, 0.2263, 3]]"
B007L5NKZO,"[0.6133, 0.6249, 0.8519, -0.0539, -0.3412, 0.3612, -0.4939, 0.2356]","[1, 5, 5, 5, 3, 5, 1, 4]","[[price, awesome, love, bluetooth], [bluetoothno, complaint], [im, happy, function, bluetooth, disappoint, reach, advertise, leave, phone, truck, disconnect, quality], [product], [charge, battery, headset, need, recharge, usesbr, last, min, thats, headset, list, sell], [people, time, hearing, buy, money, lg, pro, wear, neck, awesome], [work, always, spent, get, quality, headset, go, cost, unit, impress, well, quality, hasnt, teeter], [way, ear, drop, call]]","[[price awesome love bluetooth, 0.6133, 1], [bluetoothno complaint, 0.6249, 5], [im happy function bluetooth disappoint reach advertise leave phone truck disconnect quality, 0.8519, 5], [product, -0.0539, 5], [charge battery headset need recharge usesbr last min thats headset list sell, -0.3412, 3], [people time hearing buy money lg pro wear neck awesome, 0.3612, 5], [work always spent get quality headset go cost unit impress well quality hasnt teeter, -0.4939, 1], [way ear drop call, 0.2356, 4]]"
B0082C24F2,[0.233],[5],"[[case, fit, phone, doesnt, hinder, use, phone, manages, fall, plastic, break, get, smack, ground, phone, hasnt, see, damage, reason, say, goodbye, case, try, take, access, battery, tabs, hold, case, broke, oneuse, sort, case]]","[[case fit phone doesnt hinder use phone manages fall plastic break get smack ground phone hasnt see damage reason say goodbye case try take access battery tabs hold case broke oneuse sort case, 0.233, 5]]"
B0083057MU,[0.296],[5],"[[wait, phone, case, drop, broke, phone, case, get, put, drawer, say, oh, thank]]","[[wait phone case drop broke phone case get put drawer say oh thank, 0.296, 5]]"
B008D4X5ZC,[0.6597],[5],"[[make, fit, survive, drop]]","[[make fit survive drop, 0.6597, 5]]"
B009JAE7NS,[0.8519],[5],"[[case, awesome]]","[[case awesome, 0.8519, 5]]"
B009LMOAKY,[0.4754],[5],"[[nice, ]]","[[nice , 0.4754, 5]]"
B00ATL6OOG,[0.4404],[4],"[[everything, come, shape]]","[[everything come shape, 0.4404, 4]]"
B00BGMYDF4,[0.4927],[5],"[[buy, protection, htc, phone, prove]]","[[buy protection htc phone prove, 0.4927, 5]]"
B00BKV3GFO,[0.8554],[5],"[[arrive, super, super, use, buy, upcoming, cruise, sound, clear, channel, say, grandkids, love, done, cruise, stay, folk, toy]]","[[arrive super super use buy upcoming cruise sound clear channel say grandkids love done cruise stay folk toy, 0.8554, 5]]"
B00BV1MVJ0,"[0.4848, 0.0, 0.6369, 0.0, 0.4404, 0.6901, 0.0]","[1, 1, 5, 5, 5, 5, 1]","[[work, boxit, work, network, wireless, issue, present], [return, item, phone, crack, meet, need], [buy, company, phone, get, mail, week, phone, shut, put, apps, phone, one, preinstalled], [look], [wasnt, said, phone, die, month, buy, bring, ecuadorbr, pay, unblock, battery, discharge, friday, august, phone, didnt, charge, anymorebr, buy, battery, didnht, resucite, piece, garbage, southamerica, go, replace, itbr, trust, buy, phone, rubbish], [excelente], [product, promise, smooth, transaction]]","[[work boxit work network wireless issue present, 0.4848, 1], [return item phone crack meet need, 0.0, 1], [buy company phone get mail week phone shut put apps phone one preinstalled, 0.6369, 5], [look, 0.0, 5], [wasnt said phone die month buy bring ecuadorbr pay unblock battery discharge friday august phone didnt charge anymorebr buy battery didnht resucite piece garbage southamerica go replace itbr trust buy phone rubbish, 0.4404, 5], [excelente, 0.6901, 5], [product promise smooth transaction, 0.0, 1]]"
B00C5773L0,[-0.2732],[1],"[[quality, cover]]","[[quality cover, -0.2732, 1]]"
B00C5MWG1C,[0.4939],[5],[[case]],"[[case, 0.4939, 5]]"
B00CN3242Y,[-0.12],[1],"[[broke, get, bruh, dont, waste, yo, moola, dis, po]]","[[broke get bruh dont waste yo moola dis po, -0.12, 1]]"
B00CV1ML5I,[0.7003],[5],"[[looking, install]]","[[looking install, 0.7003, 5]]"
B00DHZKPNC,[0.9217],[5],"[[fit, finish, great, buy, spec, promise, buy]]","[[fit finish great buy spec promise buy, 0.9217, 5]]"
B00DU1OUYI,[0.6369],[5],[[expect]],"[[expect, 0.6369, 5]]"
B00DVZYA20,[0.3818],[4],"[[use, hook, dc, power, tv, camper, seem, work, fine, im, design, limit, think, small, application, amps, go, work, fine]]","[[use hook dc power tv camper seem work fine im design limit think small application amps go work fine, 0.3818, 4]]"
B00E9WBCP2,[0.3182],[1],"[[doesnt, work, cant, make, phone, call, phone, make, sure, work, sell]]","[[doesnt work cant make phone call phone make sure work sell, 0.3182, 1]]"
B00EAROBTU,[0.778],[5],"[[fit, mini, take, wait]]","[[fit mini take wait, 0.778, 5]]"
B00ECWHI8E,[0.7269],[2],"[[get, pay, handle, care, break, easy]]","[[get pay handle care break easy, 0.7269, 2]]"
