B0007WTEVM,"[0.5423, 0.6975, 0.0, 0.6597, 0.6249]","[5, 4, 1, 5, 5]","[[work, wrangler, make, installation, snap], [fit, perfect, cut, need], [need, allow, use, market, speaker, jeep, wrangler, cut, factory, wire, give, star, crimp, clip, attatch, speaker, clip, speaker, im, quality, market, speaker, cut, end, add, crimp, clip, rat, gauge, wire, work], [order, ram, didnt, work, send], [work, promise, use, fast, shipping]]","[[work wrangler make installation snap, 0.5423, 5], [fit perfect cut need, 0.6975, 4], [need allow use market speaker jeep wrangler cut factory wire give star crimp clip attatch speaker clip speaker im quality market speaker cut end add crimp clip rat gauge wire work, 0.0, 1], [order ram didnt work send, 0.6597, 5], [work promise use fast shipping, 0.6249, 5]]"
B000A49F7A,[0.5719],[5],"[[everything, perfect]]","[[everything perfect, 0.5719, 5]]"
B001LXR0BW,"[-0.5574, 0.2382]","[1, 2]","[[crappy, work, month], [good, product, device, wouldnt, charge, use, send]]","[[crappy work month, -0.5574, 1], [good product device wouldnt charge use send, 0.2382, 2]]"
B001V8HS6E,[0.8316],[5],"[[price, excellent, service]]","[[price excellent service, 0.8316, 5]]"
B0040UVHA8,[-0.296],[1],"[[stop, work, wks]]","[[stop work wks, -0.296, 1]]"
B0044KQHGS,"[0.0, 0.2023, 0.9161, 0.2069]","[2, 5, 5, 5]","[[product, wasnt, sure, expect, order, exceeds, expectation, protection, gps, unit], [case, bit, garmin, nuvi, screen, lmt, expect, case, advertise, screen, gps, unit, prove, choice, inside, flap, provide, perfect, cover, gps, protection, flap, protect, screen, scratch, accessory, keep, pocket, side, flap], [fit, gpe, fine], [feel, misleadi, expect, case, hold, gpsthe, car, charger, mount, bracket, etc]]","[[product wasnt sure expect order exceeds expectation protection gps unit, 0.0, 2], [case bit garmin nuvi screen lmt expect case advertise screen gps unit prove choice inside flap provide perfect cover gps protection flap protect screen scratch accessory keep pocket side flap, 0.2023, 5], [fit gpe fine, 0.9161, 5], [feel misleadi expect case hold gpsthe car charger mount bracket etc, 0.2069, 5]]"
B0045EFZUM,"[0.0, 0.4927]","[1, 5]",[[pick]],"[[pick, 0.0, 1], [, 0.4927, 5]]"
B00472AL5G,[0.4404],[4],[[work]],"[[work, 0.4404, 4]]"
B004FP1QUE,[0.8442],[5],"[[deal, perfect, fit]]","[[deal perfect fit, 0.8442, 5]]"
B004LYIAEY,[0.4404],[5],[[clip]],"[[clip, 0.4404, 5]]"
B004TZG3YE,[0.8316],[5],"[[awesome, product, son, happy]]","[[awesome product son happy, 0.8316, 5]]"
B005BUDRIQ,[0.6249],[5],[[speaker]],"[[speaker, 0.6249, 5]]"
B005Q19YIM,[0.4215],[5],[[satisfy]],"[[satisfy, 0.4215, 5]]"
B006JMYAU4,[0.0],[1],"[[product, work]]","[[product work, 0.0, 1]]"
B0072CM2Z0,[0.7906],[5],"[[product, thanks]]","[[product thanks, 0.7906, 5]]"
B008APDZZO,"[0.6203, 0.0]","[2, 1]","[[cant, plug, case, make, cheap, thick, plastic], [stand, doesnt, work, broke, rubber, doesnt, stay, price, deal]]","[[cant plug case make cheap thick plastic, 0.6203, 2], [stand doesnt work broke rubber doesnt stay price deal, 0.0, 1]]"
B008H11G1G,"[0.4927, 0.9638, 0.9081, 0.6486, 0.4215, 0.6486, 0.3612, 0.0]","[5, 5, 5, 4, 4, 5, 2, 2]","[[nice], [samsung, charger, outlet, bottom, cant, plug, stand], [seems, job, come, price, last, thinness], [enjoy, mini, kick, stand, call, help, hold, phone, hand, time, charge, phone, laying, something, great, buy, product, thanks, come, wrap, opening, box], [didnt, hold, phone, say], [flimsy, rubber, band, help, stabilize, desk, table, replaces, rubber, band, orings, hardware, store, help, thing, fall, apart, stuff, briefcase, learn, allinall, device], [tablet, phone], [price, pay, simple, use, love, receive, item, give, estimate, september, get, th, lg, g, stylo, phone, stand, hold, purchase, seller]]","[[nice, 0.4927, 5], [samsung charger outlet bottom cant plug stand, 0.9638, 5], [seems job come price last thinness, 0.9081, 5], [enjoy mini kick stand call help hold phone hand time charge phone laying something great buy product thanks come wrap opening box, 0.6486, 4], [didnt hold phone say, 0.4215, 4], [flimsy rubber band help stabilize desk table replaces rubber band orings hardware store help thing fall apart stuff briefcase learn allinall device, 0.6486, 5], [tablet phone, 0.3612, 2], [price pay simple use love receive item give estimate september get th lg g stylo phone stand hold purchase seller, 0.0, 2]]"
B008SGIQYK,[0.4215],[5],"[[nice, item]]","[[nice item, 0.4215, 5]]"
B0092GL2ZA,[0.7906],[5],"[[case, make, carry, wear, belt]]","[[case make carry wear belt, 0.7906, 5]]"
B0095UZYQ6,[0.296],[3],[[ok]],"[[ok, 0.296, 3]]"
B00974L3GU,[0.705],[5],"[[sister, love, case, break, fone, drop, fone, case]]","[[sister love case break fone drop fone case, 0.705, 5]]"
B00974L4CS,"[0.7906, 0.8481]","[5, 5]","[[nice, solid, case, recommend, come, screen, protector], [product, world, great]]","[[nice solid case recommend come screen protector, 0.7906, 5], [product world great, 0.8481, 5]]"
B009C6TMLG,[0.7783],[5],"[[fit, glove, give, phone, personality, make, find]]","[[fit glove give phone personality make find, 0.7783, 5]]"
B009I4F4YQ,"[0.4404, 0.6249, 0.0]","[3, 5, 1]","[[taste], [awesome], [hold, product]]","[[taste, 0.4404, 3], [awesome, 0.6249, 5], [hold product, 0.0, 1]]"
B009KGG9VO,[0.6486],[3],"[[fit, bottom, plug, docking, stationsbr, br, downside, image, scratch]]","[[fit bottom plug docking stationsbr br downside image scratch, 0.6486, 3]]"
B009LU88M2,"[0.765, 0.6597]","[5, 5]","[[shipment, fit]]","[[shipment fit, 0.765, 5], [, 0.6597, 5]]"
B009SE1R5Q,[0.7717],[5],"[[case, lil, sister, phone, love]]","[[case lil sister phone love, 0.7717, 5]]"
B00A3NIHAY,"[0.836, 0.6541]","[5, 3]","[[week, look, amaze, problem, take, case, break, thats, happen], [look, photo, pink, ipod, blue, fade, case, look, amaze, color, ipod]]","[[week look amaze problem take case break thats happen, 0.836, 5], [look photo pink ipod blue fade case look amaze color ipod, 0.6541, 3]]"
B00A3S0EAU,"[0.4404, 0.9729, 0.7269, 0.3378, 0.4215]","[5, 4, 5, 1, 3]","[[label, oposite, side, ok], [fit, htc, amaze, octane, search], [go, buy, ttc, amaze, please, dont, buy, otherwise, purchase, put, battery, htc, amaze, start, give, problem, communicate, help, issue, thanks], [thank, amazon, find, everything, keep, go]]","[[label oposite side ok, 0.4404, 5], [fit htc amaze octane search, 0.9729, 4], [go buy ttc amaze please dont buy otherwise purchase put battery htc amaze start give problem communicate help issue thanks, 0.7269, 5], [thank amazon find everything keep go, 0.3378, 1], [, 0.4215, 3]]"
B00AAJDASK,[-0.2411],[3],"[[make, fan]]","[[make fan, -0.2411, 3]]"
B00AOK54MA,[0.6249],[1],"[[glare, great, blur, bite]]","[[glare great blur bite, 0.6249, 1]]"
B00B02V7KY,[0.836],[5],"[[belt, holder, ipod, nano, keep, snug, waste, band, allow, use, blue, tooth, headset, eliminate, wire, youll, simple, solution]]","[[belt holder ipod nano keep snug waste band allow use blue tooth headset eliminate wire youll simple solution, 0.836, 5]]"
B00B2SUQ2G,[0.0],[5],"[[excelente, seller]]","[[excelente seller, 0.0, 5]]"
B00B4GS1M8,[0.5941],[3],"[[term, review, look, thingbr, look, knockoff, otterbox, holster, clip, make, china, injection, mold, marking, mold, id, marque, inside, holster, break, place, matter, brand, get, plastic, retain, clip, hold, phone, holster, im, hop, last, cheap, got, time]]","[[term review look thingbr look knockoff otterbox holster clip make china injection mold marking mold id marque inside holster break place matter brand get plastic retain clip hold phone holster im hop last cheap got time, 0.5941, 3]]"
B00BFRWYKG,[-0.4222],[1],"[[iphone, complete, break, dont, cell, phone, use, dont, buy, product, worth, loss, phone]]","[[iphone complete break dont cell phone use dont buy product worth loss phone, -0.4222, 1]]"
B00BRENKMI,"[0.4404, -0.6427, 0.4003, 0.3384]","[5, 1, 3, 4]","[[doesnt, seem, charge, check, connection, return, device, charge, increase, time, charge, expectation], [work], [need, take, home, buy], [adapter, work, try, charge, phone, use, adapter, left, plug, daybr, request, getting, refund, moneybr, advise, anyone, buy, product, provider, worth, time, money]]","[[doesnt seem charge check connection return device charge increase time charge expectation, 0.4404, 5], [work, -0.6427, 1], [need take home buy, 0.4003, 3], [adapter work try charge phone use adapter left plug daybr request getting refund moneybr advise anyone buy product provider worth time money, 0.3384, 4]]"
B00BU3I5K8,"[0.3612, 0.0]","[5, 5]","[[thank, u], [aaa, order]]","[[thank u, 0.3612, 5], [aaa order, 0.0, 5]]"
B00BYJXI1Y,[-0.6007],[1],"[[couldnt, fit, charger, plug, keep, pull, case, break, look, slick, phone]]","[[couldnt fit charger plug keep pull case break look slick phone, -0.6007, 1]]"
B00C9EAK96,[0.6369],[4],"[[sticker, put, clip, case, peel, bit, buy, nothing, modge, podge, cant, fix]]","[[sticker put clip case peel bit buy nothing modge podge cant fix, 0.6369, 4]]"
