B0013BW8X2,[0.2144],[5],"[[push, power, mosfet, amp, think, way, u, need, trailer, size, compare, amp, size, cell, phone, u, room, go, mosfet]]","[[push power mosfet amp think way u need trailer size compare amp size cell phone u room go mosfet, 0.2144, 5]]"
B00144PH1S,[0.0],[5],"[[replace, stollen, qxt, use, geocaching, note, accurate, set, cache]]","[[replace stollen qxt use geocaching note accurate set cache, 0.0, 5]]"
B001RHVS8I,"[0.6249, 0.7783, -0.0168, 0.7906]","[5, 5, 2, 5]","[[doesnt, fit, cbr, fi], [nice, clean, install, make, mounting, spot, give, whack, time, get, seat, rubber, mallet, use, xgrip, conjunction, work, champbr, br, own, year, problem], [awesome, quality], [product, thanks, ship]]","[[doesnt fit cbr fi, 0.6249, 5], [nice clean install make mounting spot give whack time get seat rubber mallet use xgrip conjunction work champbr br own year problem, 0.7783, 5], [awesome quality, -0.0168, 2], [product thanks ship, 0.7906, 5]]"
B003V8ATMW,[0.8481],[5],"[[buy, great, price]]","[[buy great price, 0.8481, 5]]"
B00470VEZE,[0.6249],[5],"[[awesome, product]]","[[awesome product, 0.6249, 5]]"
B004MYFTE2,[0.0],[5],"[[yr, old, rookie, use, gps, buy, use, trip, missouri, wyoming, continue, use]]","[[yr old rookie use gps buy use trip missouri wyoming continue use, 0.0, 5]]"
B004XWMY7S,[-0.4215],[2],"[[broke, month]]","[[broke month, -0.4215, 2]]"
B005G50S1U,[0.3612],[5],"[[snug, glove]]","[[snug glove, 0.3612, 5]]"
B006H4JXNI,[0.0],[4],"[[work, take, money, day, arrive]]","[[work take money day arrive, 0.0, 4]]"
B0086KQS9S,"[0.846, 0.6249]","[5, 5]","[[watch, gps], [gps, watch, describe, read, review, regard, scratch, surface, miss, part, come, everything, suppose, worry, screen, use, finger, slide, screen, work, side, couple, time, take, minute, pick, gps, unit, bite, wasnt, expect, tree, something, lock, accuratebr, br, bought, refurbish, recommend, anyone]]","[[watch gps, 0.846, 5], [gps watch describe read review regard scratch surface miss part come everything suppose worry screen use finger slide screen work side couple time take minute pick gps unit bite wasnt expect tree something lock accuratebr br bought refurbish recommend anyone, 0.6249, 5]]"
B008OEF56S,[-0.296],[3],"[[faulthave, car, key]]","[[faulthave car key, -0.296, 3]]"
