B0000CEPBB,[0.9709],[4],"[[shop, experience, excellent, product, arrive, expect, timesbr, br, product, plantronics, m, work, fine, nonnoisy, environment, sound, quality, cord, set, noisy, environment, eg, car, example, jabra, earwave, cord, however, note, cord, set, include, plantronics, m, give, sound, quality, bluetooth, noncorded, set]]","[[shop experience excellent product arrive expect timesbr br product plantronics m work fine nonnoisy environment sound quality cord set noisy environment eg car example jabra earwave cord however note cord set include plantronics m give sound quality bluetooth noncorded set, 0.9709, 4]]"
B000BPD330,"[0.6486, 0.6249]","[5, 5]","[[put, sound, awesome], [sound, great, price, get, amp, time, marine, durability, determine]]","[[put sound awesome, 0.6486, 5], [sound great price get amp time marine durability determine, 0.6249, 5]]"
B000G687AS,[0.4404],[5],"[[issue, work]]","[[issue work, 0.4404, 5]]"
B0012DA8F6,[0.6486],[1],"[[phone, pretty, scratch, come, charger]]","[[phone pretty scratch come charger, 0.6486, 1]]"
B002ODEZ1G,[0.4215],[5],"[[nice, wire]]","[[nice wire, 0.4215, 5]]"
B003WEY58Y,[0.0],[5],"[[exceed, expecations]]","[[exceed expecations, 0.0, 5]]"
B004N87OFO,"[0.6249, 0.0]","[5, 5]",[[satisfactoriamente]],"[[satisfactoriamente, 0.6249, 5], [, 0.0, 5]]"
B005G50IA6,[0.8573],[5],"[[use, everyall, day, office, reception, quality, fine, transmission, quality, told, sound, speakerphone, doesnt, happen, battery, life, good, hour, recharge, use, listen, computer, make, call, bit, try, take, charge, us, make, day, way, go, cord, headset]]","[[use everyall day office reception quality fine transmission quality told sound speakerphone doesnt happen battery life good hour recharge use listen computer make call bit try take charge us make day way go cord headset, 0.8573, 5]]"
B0060MEGJ8,[0.3064],[2],"[[come, chip]]","[[come chip, 0.3064, 2]]"
B0072MZ63A,[0.9169],[5],"[[perfect, love, fit, car, year, use, nothing, go, break, thing, appreciate]]","[[perfect love fit car year use nothing go break thing appreciate, 0.9169, 5]]"
B007BYEYD2,"[-0.8458, 0.8316]","[1, 5]","[[charge, battery, overnight, phone, message, come, battery, charge, thought, go, day, charge, battery, phone, isnt, use, deal, follow, day, battery, hold, charge, disappoint, purchase, anything, seller, waste, time, drive, post, office, mile, return], [receive, period, time, excellent, price, work]]","[[charge battery overnight phone message come battery charge thought go day charge battery phone isnt use deal follow day battery hold charge disappoint purchase anything seller waste time drive post office mile return, -0.8458, 1], [receive period time excellent price work, 0.8316, 5]]"
B007YZ8AGA,"[-0.296, 0.5719, 0.6249, 0.0]","[1, 4, 5, 1]","[[excellent, price], [work], [get, single, star, receive, try, know, work, charger, dice, heck, deal, function]]","[[excellent price, -0.296, 1], [work, 0.5719, 4], [get single star receive try know work charger dice heck deal function, 0.6249, 5], [, 0.0, 1]]"
B00820Z7I0,[0.8268],[3],"[[work, great, clear]]","[[work great clear, 0.8268, 3]]"
B008EFU5T4,"[0.9293, 0.8122]","[5, 5]","[[didnt, get, person, us, happy, itbr, course, perfect, take, time, get, use, use, help, seem, addition, someone, put, passion, effort, swim, buy, price, bit], [operate]]","[[didnt get person us happy itbr course perfect take time get use use help seem addition someone put passion effort swim buy price bit, 0.9293, 5], [operate, 0.8122, 5]]"
