B0009XDLRW,[0.7269],[3],"[[pocket, expect, ipod, fit, tight, hop, store, cord, use, mark, style, use, traveling, airplane, walk]]","[[pocket expect ipod fit tight hop store cord use mark style use traveling airplane walk, 0.7269, 3]]"
B000CQCGSG,[0.1262],[1],"[[buy, worth, time]]","[[buy worth time, 0.1262, 1]]"
B000WHXRUG,[0.6249],[5],"[[mount, cook, trailer, make, sound]]","[[mount cook trailer make sound, 0.6249, 5]]"
B00125JG8E,[0.4404],[5],[[product]],"[[product, 0.4404, 5]]"
B002BSO4ZG,"[0.4215, 0.7351, 0.0]","[5, 5, 1]","[[excellent, thank], [pin], [nice, need]]","[[excellent thank, 0.4215, 5], [pin, 0.7351, 5], [nice need, 0.0, 1]]"
B002LEGAQQ,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B002V8ISEE,[0.4215],[5],"[[nice, case, clip]]","[[nice case clip, 0.4215, 5]]"
B003EGQODY,[0.8622],[5],"[[super, good, price, recommend]]","[[super good price recommend, 0.8622, 5]]"
B003ZTIR8U,[-0.4215],[1],"[[activate, id, phone, invalid, waste, money]]","[[activate id phone invalid waste money, -0.4215, 1]]"
B0040DSQGS,[0.6369],[5],[[expect]],"[[expect, 0.6369, 5]]"
B00415KISO,[0.6249],[5],"[[work, right, box, rig]]","[[work right box rig, 0.6249, 5]]"
B004QPL7Z2,[0.765],[5],"[[work, look, phone]]","[[work look phone, 0.765, 5]]"
B0051GN8JI,"[0.4019, 0.0]","[1, 5]","[[buensimo], [wish, pick, iphone]]","[[buensimo, 0.4019, 1], [wish pick iphone, 0.0, 5]]"
B005CIJBKK,[0.9246],[5],"[[kit, money, satisfy, place, instal, kit, impress, pay]]","[[kit money satisfy place instal kit impress pay, 0.9246, 5]]"
B005CMH964,[0.0],[4],[[work]],"[[work, 0.0, 4]]"
B005KTRUS6,"[0.6249, 0.836]","[5, 4]","[[sub, sound, got, altima, sound, amaze], [sound, money, delivery]]","[[sub sound got altima sound amaze, 0.6249, 5], [sound money delivery, 0.836, 4]]"
