B000G15CRO,[0.6249],[5],"[[work, wont, charge, phone, need, charge, phone, use, usb, charger, split, cable, get, red, put, battery, let, charge, minute, use, get, picture, bitpim]]","[[work wont charge phone need charge phone use usb charger split cable get red put battery let charge minute use get picture bitpim, 0.6249, 5]]"
B000MY3ML8,"[0.4215, -0.872]","[5, 1]","[[didnt, need, kit, titanium, wrap, buy, need, spray], [like]]","[[didnt need kit titanium wrap buy need spray, 0.4215, 5], [like, -0.872, 1]]"
B00133RCCC,[0.0],[5],[[worx]],"[[worx, 0.0, 5]]"
B001RYK0JE,[-0.4019],[3],"[[here, real, scoop, topo, k, map, work, basecamp, software, garmin, thats, basecamp, awkward, poor, garmin, product, basecamp, software, real, disappointment]]","[[here real scoop topo k map work basecamp software garmin thats basecamp awkward poor garmin product basecamp software real disappointment, -0.4019, 3]]"
B002P2VBPY,[0.0],[5],"[[buy, replace, battery, hold, charge, anymore, fit, radio, suppose]]","[[buy replace battery hold charge anymore fit radio suppose, 0.0, 5]]"
B0035PMH1W,"[-0.748, 0.0]","[2, 5]","[[work, work, radio, saw, light, use, indoors, units, fail, problem, radio, get, stuck, transmit, good, control, take, battery, insert, help], [work, need]]","[[work work radio saw light use indoors units fail problem radio get stuck transmit good control take battery insert help, -0.748, 2], [work need, 0.0, 5]]"
B004MYFTEC,[0.4215],[4],"[[nice, inexpensive, gps, upgrade, bit, involve]]","[[nice inexpensive gps upgrade bit involve, 0.4215, 4]]"
B004RDH8OM,[0.0],[4],[[work]],"[[work, 0.0, 4]]"
B0056XAX1W,"[0.4215, 0.0]","[5, 5]",[[nice]],"[[nice, 0.4215, 5], [, 0.0, 5]]"
B0059DLLJC,"[0.6249, 0.6249, 0.6249]","[5, 5, 3]","[[awesome], [buy, price]]","[[awesome, 0.6249, 5], [buy price, 0.6249, 5], [, 0.6249, 3]]"
B005LKB0IU,"[0.831, 0.9725, 0.7964, 0.5719, 0.0, -0.0129, 0.7906, 0.5719, -0.5096, -0.7645, 0.8658]","[5, 5, 4, 5, 1, 4, 5, 5, 1, 1, 5]","[[complaint, theyre, worn, lot, circumstance, ear, quality, comfort, expect, price, range, im, happy, mine], [someone, head, neck, sound, qaulity, wasnt, great], [sound, battery, life, connection, trouble], [buy, head, set, summer, impress, soundbr, quality, great, badbr, issue, receive, make, useless, whilebr, rid, bike, main, reason, buy, didnt, lot, ofbr, opportunity, use, use, time, purchasebr, main, reason, feedback, go, use, battery, deadbr, put, charger, red, went, stay, onfor, day, wordsbr, accept, chargebr, good, idea, crappy, product, experiencebr, folk, like, didnt, work, mebr, recommend], [headphone, find, phone, lg, g, ipad, bluetooth, receiver, computer], [buy, pair, gift, work], [gadget, price, make, use, concern, battery, charge], [try, sort, headphone, run, include, one, found, volume, adequate, bluetooth, headphone, volume, issue, batter, life, good, easy, use, issue, pair, receive, rush, replacement, pair, excellent, customer, experience, runner, perfect], [excellent, device], [use, bike, rid, ear, bud, hurt, ear, make, wont, stay, inbr, ear, rid, wind, help, block, outbr, resorption, great, hand, answering, call, work, caller, say, wellbr, nag, arent, profile, side, wouldnt, prevent, purchase, againbr, battery, life, great, run, hour, use], [excellent, product, flawless, transaction, patronize]]","[[complaint theyre worn lot circumstance ear quality comfort expect price range im happy mine, 0.831, 5], [someone head neck sound qaulity wasnt great, 0.9725, 5], [sound battery life connection trouble, 0.7964, 4], [buy head set summer impress soundbr quality great badbr issue receive make useless whilebr rid bike main reason buy didnt lot ofbr opportunity use use time purchasebr main reason feedback go use battery deadbr put charger red went stay onfor day wordsbr accept chargebr good idea crappy product experiencebr folk like didnt work mebr recommend, 0.5719, 5], [headphone find phone lg g ipad bluetooth receiver computer, 0.0, 1], [buy pair gift work, -0.0129, 4], [gadget price make use concern battery charge, 0.7906, 5], [try sort headphone run include one found volume adequate bluetooth headphone volume issue batter life good easy use issue pair receive rush replacement pair excellent customer experience runner perfect, 0.5719, 5], [excellent device, -0.5096, 1], [use bike rid ear bud hurt ear make wont stay inbr ear rid wind help block outbr resorption great hand answering call work caller say wellbr nag arent profile side wouldnt prevent purchase againbr battery life great run hour use, -0.7645, 1], [excellent product flawless transaction patronize, 0.8658, 5]]"
B0063PNY36,"[0.6115, -0.4215]","[5, 1]","[[case, last, month, break], [happy]]","[[case last month break, 0.6115, 5], [happy, -0.4215, 1]]"
B0064ESOWM,[0.7496],[5],"[[productfor, price, deal]]","[[productfor price deal, 0.7496, 5]]"
B0068ZRX7Y,[0.6249],[5],"[[work, htc, touch, g, work]]","[[work htc touch g work, 0.6249, 5]]"
B0079QGF2A,[0.0],[5],[[expect]],"[[expect, 0.0, 5]]"
B007D469TC,"[0.8176, 0.6249]","[5, 4]","[[work, charm], [item, arrive, quicker, expect, work]]","[[work charm, 0.8176, 5], [item arrive quicker expect work, 0.6249, 4]]"
B007JNYLRE,[0.7379],[2],"[[get, share, giggle, oh, cool, party, slide, didnt, want, beefy, case, feel, secure, jack, box, opener, keep, pop, didnt, want, get, fast]]","[[get share giggle oh cool party slide didnt want beefy case feel secure jack box opener keep pop didnt want get fast, 0.7379, 2]]"
B007RHX3NK,[0.7184],[4],"[[cap, fit, perfect, unique, difference, wite, doesnt, affect, anything, hood]]","[[cap fit perfect unique difference wite doesnt affect anything hood, 0.7184, 4]]"
